Replicate Name,Protein Name,Precursor Ion Name,Precursor Mz,Product Mz,Retention Time,Area,Background,Start Time,End Time,Height
241121_Std_20nM_UCYNA_B12_1,Pseudocobs,Me-Pseudocob,668.3,660.279,4.59,159,12,4.56,4.61,100
241121_Std_20nM_UCYNA_B12_2,Pseudocobs,Me-Pseudocob,668.3,660.279,4.58,228,0,4.53,4.61,108
241121_Std_50nM_RP-Mix234_InH2O,Pseudocobs,Me-Pseudocob,668.3,660.279,4.09,0,0,4.09,4.11,0
241121_Poo_UCYNA-culture_Full1,Pseudocobs,Me-Pseudocob,668.3,660.279,4.59,1,0,4.59,4.61,8
241121_Poo_UCYNA-culture_Full2,Pseudocobs,Me-Pseudocob,668.3,660.279,4.35,26,0,4.33,4.36,71
241121_Poo_UCYNA-culture_Full3,Pseudocobs,Me-Pseudocob,668.3,660.279,4.59,41,0,4.58,4.6,55
241121_Smp_UCYNA_Z-2,Pseudocobs,Me-Pseudocob,668.3,660.279,4.49,40,0,4.47,4.5,41
241121_Smp_UCYNA_Z-4,Pseudocobs,Me-Pseudocob,668.3,660.279,5.23,35,0,5.23,5.26,60
241121_Smp_UCYNA_Z-7,Pseudocobs,Me-Pseudocob,668.3,660.279,4.01,75,0,4,4.04,94
241121_Smp_UCYNA_Z-12,Pseudocobs,Me-Pseudocob,668.3,660.279,4.62,54,0,4.6,4.64,40
241121_Smp_UCYNA_Z-13,Pseudocobs,Me-Pseudocob,668.3,660.279,4.6,17,6,4.59,4.61,24
241121_Smp_UCYNA_Z-17,Pseudocobs,Me-Pseudocob,668.3,660.279,4.21,50,0,4.18,4.22,57
241121_Smp_UCYNA_Z-19,Pseudocobs,Me-Pseudocob,668.3,660.279,4.49,3876,0,4.46,4.51,3258
241121_Smp_UCYNA_Z-20,Pseudocobs,Me-Pseudocob,668.3,660.279,4.59,0,0,4.59,4.6,0
241121_Smp_UCYNA_Z-21,Pseudocobs,Me-Pseudocob,668.3,660.279,4.61,19,0,4.6,4.62,31
241121_Smp_UCYNA_Z-22,Pseudocobs,Me-Pseudocob,668.3,660.279,4.62,363,8,4.58,4.63,601
241121_Smp_UCYNA_Z-23,Pseudocobs,Me-Pseudocob,668.3,660.279,4.6,21,0,4.59,4.61,27
241121_Smp_UCYNA_Z-24,Pseudocobs,Me-Pseudocob,668.3,660.279,4.62,31,0,4.6,4.64,27
241121_Smp_UCYNA_Z-25,Pseudocobs,Me-Pseudocob,668.3,660.279,4.49,41,0,4.47,4.5,37
241121_Smp_UCYNA_Z-26,Pseudocobs,Me-Pseudocob,668.3,660.279,4.59,6,0,4.59,4.61,12
241121_Smp_UCYNA_Z-27,Pseudocobs,Me-Pseudocob,668.3,660.279,5.17,36,0,5.16,5.2,34
241121_Smp_UCYNA_Z-28,Pseudocobs,Me-Pseudocob,668.3,660.279,4.53,95,0,4.52,4.54,164
241121_Smp_UCYNA_Z-29,Pseudocobs,Me-Pseudocob,668.3,660.279,4.6,10,0,4.59,4.61,26
241121_Smp_UCYNA_Z-30,Pseudocobs,Me-Pseudocob,668.3,660.279,4.94,28,0,4.93,4.95,38
241121_Smp_UCYNA_Z-31,Pseudocobs,Me-Pseudocob,668.3,660.279,4.6,0,0,4.6,4.63,0
241121_Smp_UCYNA_Z-32,Pseudocobs,Me-Pseudocob,668.3,660.279,4.59,27,0,4.58,4.61,29
241121_Smp_UCYNA_Z-33,Pseudocobs,Me-Pseudocob,668.3,660.279,4.58,0,0,4.58,4.6,0
241121_Smp_UCYNA_Z-34,Pseudocobs,Me-Pseudocob,668.3,660.279,4.58,0,0,4.58,4.61,0
241121_Smp_UCYNA_Z-35,Pseudocobs,Me-Pseudocob,668.3,660.279,4.63,11,18,4.59,4.64,19
241121_Smp_UCYNA_Z-36,Pseudocobs,Me-Pseudocob,668.3,660.279,4.59,0,0,4.59,4.65,1
241121_Smp_UCYNA_Z-37,Pseudocobs,Me-Pseudocob,668.3,660.279,4.09,45,0,4.08,4.13,28
241121_Smp_UCYNA_Z-38,Pseudocobs,Me-Pseudocob,668.3,660.279,4.43,2,0,4.43,4.46,0
241121_Smp_UCYNA_Z-39,Pseudocobs,Me-Pseudocob,668.3,660.279,4.21,11,0,4.19,4.23,23
241121_Smp_UCYNA_Z-40,Pseudocobs,Me-Pseudocob,668.3,660.279,4.6,0,0,4.6,4.62,0
241121_Smp_UCYNA_Z-41,Pseudocobs,Me-Pseudocob,668.3,660.279,4.86,58,0,4.84,4.88,54
241121_Smp_UCYNA_Z-42,Pseudocobs,Me-Pseudocob,668.3,660.279,4.25,82,0,4.25,4.28,125
241121_Std_0nM_UCYNA_B12_1,Pseudocobs,Me-Pseudocob,668.3,136.1,4.56,75,0,4.55,4.61,64
241121_Std_0nM_UCYNA_B12_2,Pseudocobs,Me-Pseudocob,668.3,136.1,4.6,20,0,4.59,4.61,35
241121_Std_1nM_UCYNA_B12_1,Pseudocobs,Me-Pseudocob,668.3,136.1,4.62,15,0,4.6,4.63,27
241121_Std_1nM_UCYNA_B12_2,Pseudocobs,Me-Pseudocob,668.3,136.1,4.51,161,0,4.5,4.52,192
241121_Std_5nM_UCYNA_B12_1,Pseudocobs,Me-Pseudocob,668.3,136.1,4.6,93,42,4.59,4.65,81
241121_Std_5nM_UCYNA_B12_2,Pseudocobs,Me-Pseudocob,668.3,136.1,4.01,48,0,4,4.03,63
241121_Std_10nM_UCYNA_B12_1,Pseudocobs,Me-Pseudocob,668.3,136.1,4.59,47,0,4.58,4.61,52
241121_Std_10nM_UCYNA_B12_2,Pseudocobs,Me-Pseudocob,668.3,136.1,4.61,58,91,4.56,4.62,54
241121_Std_20nM_UCYNA_B12_1,Pseudocobs,Me-Pseudocob,668.3,136.1,4.6,238,4,4.56,4.61,111
241121_Std_20nM_UCYNA_B12_2,Pseudocobs,Me-Pseudocob,668.3,136.1,4.59,327,0,4.53,4.61,130
241121_Std_50nM_RP-Mix234_InH2O,Pseudocobs,Me-Pseudocob,668.3,136.1,4.1,48,0,4.09,4.11,80
241121_Poo_UCYNA-culture_Full1,Pseudocobs,Me-Pseudocob,668.3,136.1,4.6,29,0,4.59,4.61,56
241121_Poo_UCYNA-culture_Full2,Pseudocobs,Me-Pseudocob,668.3,136.1,4.35,746,0,4.33,4.36,957
241121_Poo_UCYNA-culture_Full3,Pseudocobs,Me-Pseudocob,668.3,136.1,4.6,6,0,4.58,4.6,15
241121_Smp_UCYNA_Z-2,Pseudocobs,Me-Pseudocob,668.3,136.1,4.48,27,0,4.47,4.5,30
241121_Smp_UCYNA_Z-4,Pseudocobs,Me-Pseudocob,668.3,136.1,5.23,39,0,5.23,5.26,32
241121_Smp_UCYNA_Z-7,Pseudocobs,Me-Pseudocob,668.3,136.1,4.01,201,0,4,4.04,435
241121_Smp_UCYNA_Z-12,Pseudocobs,Me-Pseudocob,668.3,136.1,4.6,53,0,4.6,4.64,31
241121_Smp_UCYNA_Z-13,Pseudocobs,Me-Pseudocob,668.3,136.1,4.59,276,6,4.59,4.61,507
241121_Smp_UCYNA_Z-17,Pseudocobs,Me-Pseudocob,668.3,136.1,4.2,26,0,4.18,4.22,33
241121_Smp_UCYNA_Z-19,Pseudocobs,Me-Pseudocob,668.3,136.1,4.51,5,0,4.46,4.51,12
241121_Smp_UCYNA_Z-20,Pseudocobs,Me-Pseudocob,668.3,136.1,4.59,15,0,4.59,4.6,28
241121_Smp_UCYNA_Z-21,Pseudocobs,Me-Pseudocob,668.3,136.1,4.6,0,0,4.6,4.62,0
241121_Smp_UCYNA_Z-22,Pseudocobs,Me-Pseudocob,668.3,136.1,4.59,8,2,4.58,4.63,22
241121_Smp_UCYNA_Z-23,Pseudocobs,Me-Pseudocob,668.3,136.1,4.59,15,0,4.59,4.61,54
241121_Smp_UCYNA_Z-24,Pseudocobs,Me-Pseudocob,668.3,136.1,4.63,56,0,4.6,4.64,67
241121_Smp_UCYNA_Z-25,Pseudocobs,Me-Pseudocob,668.3,136.1,4.49,34,0,4.47,4.5,30
241121_Smp_UCYNA_Z-26,Pseudocobs,Me-Pseudocob,668.3,136.1,4.59,1,0,4.59,4.61,0
241121_Smp_UCYNA_Z-27,Pseudocobs,Me-Pseudocob,668.3,136.1,5.17,33,0,5.16,5.2,32
241121_Smp_UCYNA_Z-28,Pseudocobs,Me-Pseudocob,668.3,136.1,4.52,0,0,4.52,4.54,0
241121_Smp_UCYNA_Z-29,Pseudocobs,Me-Pseudocob,668.3,136.1,4.59,0,0,4.59,4.61,0
241121_Smp_UCYNA_Z-30,Pseudocobs,Me-Pseudocob,668.3,136.1,4.94,2752,0,4.93,4.95,4535
241121_Smp_UCYNA_Z-31,Pseudocobs,Me-Pseudocob,668.3,136.1,4.61,39,0,4.6,4.63,34
241121_Smp_UCYNA_Z-32,Pseudocobs,Me-Pseudocob,668.3,136.1,4.58,6,0,4.58,4.61,23
241121_Smp_UCYNA_Z-33,Pseudocobs,Me-Pseudocob,668.3,136.1,4.59,14,0,4.58,4.6,25
241121_Smp_UCYNA_Z-34,Pseudocobs,Me-Pseudocob,668.3,136.1,4.6,358,4,4.58,4.61,643
241121_Smp_UCYNA_Z-35,Pseudocobs,Me-Pseudocob,668.3,136.1,4.61,46,0,4.59,4.64,28
241121_Smp_UCYNA_Z-36,Pseudocobs,Me-Pseudocob,668.3,136.1,4.63,442,0,4.59,4.65,672
241121_Smp_UCYNA_Z-37,Pseudocobs,Me-Pseudocob,668.3,136.1,4.11,6,0,4.08,4.13,12
241121_Smp_UCYNA_Z-38,Pseudocobs,Me-Pseudocob,668.3,136.1,4.45,611,0,4.43,4.46,1010
241121_Smp_UCYNA_Z-39,Pseudocobs,Me-Pseudocob,668.3,136.1,4.21,51,0,4.19,4.23,52
241121_Smp_UCYNA_Z-40,Pseudocobs,Me-Pseudocob,668.3,136.1,4.6,13,0,4.6,4.62,21
241121_Smp_UCYNA_Z-41,Pseudocobs,Me-Pseudocob,668.3,136.1,4.86,48,0,4.84,4.88,34
241121_Smp_UCYNA_Z-42,Pseudocobs,Me-Pseudocob,668.3,136.1,4.27,36,0,4.25,4.28,32
241121_Std_0nM_UCYNA_B12_1,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.93,466,165,3.89,4.02,203
241121_Std_0nM_UCYNA_B12_2,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.96,282,0,3.93,4.04,118
241121_Std_1nM_UCYNA_B12_1,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.94,530,4,3.89,4,205
241121_Std_1nM_UCYNA_B12_2,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.95,1034,0,3.89,4,781
241121_Std_5nM_UCYNA_B12_1,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.9,523,1,3.89,3.95,524
241121_Std_5nM_UCYNA_B12_2,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.95,195,44,3.93,3.98,134
241121_Std_10nM_UCYNA_B12_1,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.9,587,0,3.88,4.03,214
241121_Std_10nM_UCYNA_B12_2,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.92,317,0,3.87,3.97,211
241121_Std_20nM_UCYNA_B12_1,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.93,257,0,3.86,3.95,144
241121_Std_20nM_UCYNA_B12_2,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.91,336,0,3.86,3.97,119
241121_Std_50nM_RP-Mix234_InH2O,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.93,4,0,3.93,3.95,11
241121_Poo_UCYNA-culture_Full1,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.94,742,0,3.86,4,217
241121_Poo_UCYNA-culture_Full2,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.94,276,0,3.93,3.98,176
241121_Poo_UCYNA-culture_Full3,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.92,639,0,3.89,3.97,284
241121_Smp_UCYNA_Z-2,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.91,492,0,3.88,3.99,203
241121_Smp_UCYNA_Z-4,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.95,140,31,3.94,4,126
241121_Smp_UCYNA_Z-7,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.95,651,0,3.9,4.02,355
241121_Smp_UCYNA_Z-12,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.94,699,0,3.88,3.97,436
241121_Smp_UCYNA_Z-13,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.9,825,0,3.89,4.01,319
241121_Smp_UCYNA_Z-17,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.96,920,0,3.87,3.99,610
241121_Smp_UCYNA_Z-19,Pseudocobs,Ado-Pseudocob,785.326,660.279,4.11,2413,0,4.09,4.15,2251
241121_Smp_UCYNA_Z-20,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.94,1065,0,3.89,4.03,289
241121_Smp_UCYNA_Z-21,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.93,505,0,3.87,3.95,457
241121_Smp_UCYNA_Z-22,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.9,845,0,3.87,3.96,439
241121_Smp_UCYNA_Z-23,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.93,836,0,3.88,3.97,305
241121_Smp_UCYNA_Z-24,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.93,742,0,3.87,4,235
241121_Smp_UCYNA_Z-25,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.93,409,0,3.89,3.98,197
241121_Smp_UCYNA_Z-26,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.92,485,0,3.89,3.96,263
241121_Smp_UCYNA_Z-27,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.93,221,0,3.88,3.95,87
241121_Smp_UCYNA_Z-28,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.94,94,77,3.91,3.96,73
241121_Smp_UCYNA_Z-29,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.93,301,0,3.89,3.96,171
241121_Smp_UCYNA_Z-30,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.93,592,0,3.9,3.96,297
241121_Smp_UCYNA_Z-31,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.93,1168,0,3.87,4.04,269
241121_Smp_UCYNA_Z-32,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.93,794,0,3.88,3.99,298
241121_Smp_UCYNA_Z-33,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.92,357,0,3.88,3.98,122
241121_Smp_UCYNA_Z-34,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.94,945,4,3.88,3.97,488
241121_Smp_UCYNA_Z-35,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.91,758,0,3.87,4.04,194
241121_Smp_UCYNA_Z-36,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.93,929,0,3.87,4,308
241121_Smp_UCYNA_Z-37,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.91,764,0,3.89,3.94,887
241121_Smp_UCYNA_Z-38,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.93,546,0,3.9,4.01,299
241121_Smp_UCYNA_Z-39,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.94,596,0,3.93,3.98,450
241121_Smp_UCYNA_Z-40,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.92,204,0,3.88,3.95,91
241121_Smp_UCYNA_Z-41,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.92,457,0,3.88,3.97,300
241121_Smp_UCYNA_Z-42,Pseudocobs,Ado-Pseudocob,785.326,660.279,3.91,380,0,3.86,4.03,164
241121_Std_0nM_UCYNA_B12_1,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.92,556,45,3.89,4.02,150
241121_Std_0nM_UCYNA_B12_2,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.94,309,2,3.93,4.04,129
241121_Std_1nM_UCYNA_B12_1,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.93,538,0,3.89,4,163
241121_Std_1nM_UCYNA_B12_2,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.92,426,6,3.89,4,173
241121_Std_5nM_UCYNA_B12_1,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.92,583,3,3.89,3.95,296
241121_Std_5nM_UCYNA_B12_2,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.94,219,80,3.93,3.98,170
241121_Std_10nM_UCYNA_B12_1,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.96,623,3,3.88,4.03,167
241121_Std_10nM_UCYNA_B12_2,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.92,359,0,3.87,3.97,231
241121_Std_20nM_UCYNA_B12_1,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.93,408,0,3.86,3.95,237
241121_Std_20nM_UCYNA_B12_2,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.92,333,0,3.86,3.97,126
241121_Std_50nM_RP-Mix234_InH2O,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.94,23,0,3.93,3.95,42
241121_Poo_UCYNA-culture_Full1,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.93,980,0,3.86,4,416
241121_Poo_UCYNA-culture_Full2,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.93,125,130,3.93,3.98,162
241121_Poo_UCYNA-culture_Full3,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.93,565,0,3.89,3.97,226
241121_Smp_UCYNA_Z-2,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.93,708,9,3.88,3.99,276
241121_Smp_UCYNA_Z-4,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.95,194,20,3.94,4,120
241121_Smp_UCYNA_Z-7,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.92,629,0,3.9,4.02,396
241121_Smp_UCYNA_Z-12,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.93,612,0,3.88,3.97,266
241121_Smp_UCYNA_Z-13,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.93,529,151,3.89,4.01,285
241121_Smp_UCYNA_Z-17,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.92,538,0,3.87,3.99,218
241121_Smp_UCYNA_Z-19,Pseudocobs,Ado-Pseudocob,785.326,136.1,4.12,74,0,4.09,4.15,53
241121_Smp_UCYNA_Z-20,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.94,932,0,3.89,4.03,331
241121_Smp_UCYNA_Z-21,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.91,208,0,3.87,3.95,135
241121_Smp_UCYNA_Z-22,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.91,1002,0,3.87,3.96,471
241121_Smp_UCYNA_Z-23,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.92,826,3,3.88,3.97,338
241121_Smp_UCYNA_Z-24,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.93,792,6,3.87,4,265
241121_Smp_UCYNA_Z-25,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.92,435,0,3.89,3.98,222
241121_Smp_UCYNA_Z-26,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.93,346,4,3.89,3.96,165
241121_Smp_UCYNA_Z-27,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.93,343,0,3.88,3.95,165
241121_Smp_UCYNA_Z-28,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.92,349,0,3.91,3.96,215
241121_Smp_UCYNA_Z-29,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.91,194,149,3.89,3.96,115
241121_Smp_UCYNA_Z-30,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.94,511,112,3.9,3.96,409
241121_Smp_UCYNA_Z-31,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.91,883,0,3.87,4.04,196
241121_Smp_UCYNA_Z-32,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.93,802,0,3.88,3.99,292
241121_Smp_UCYNA_Z-33,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.94,422,0,3.88,3.98,182
241121_Smp_UCYNA_Z-34,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.94,896,0,3.88,3.97,332
241121_Smp_UCYNA_Z-35,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.94,739,0,3.87,4.04,222
241121_Smp_UCYNA_Z-36,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.94,734,0,3.87,4,191
241121_Smp_UCYNA_Z-37,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.92,236,0,3.89,3.94,129
241121_Smp_UCYNA_Z-38,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.93,403,0,3.9,4.01,156
241121_Smp_UCYNA_Z-39,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.95,214,32,3.93,3.98,111
241121_Smp_UCYNA_Z-40,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.93,301,0,3.88,3.95,222
241121_Smp_UCYNA_Z-41,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.93,289,4,3.88,3.97,153
241121_Smp_UCYNA_Z-42,Pseudocobs,Ado-Pseudocob,785.326,136.1,3.92,428,0,3.86,4.03,119
241121_Std_0nM_UCYNA_B12_1,Internal_Std,B1_IS,269.1958,148.0805,0.67,10897850,54599,0.65,0.72,4238184
241121_Std_0nM_UCYNA_B12_2,Internal_Std,B1_IS,269.1958,148.0805,0.68,9654836,119082,0.65,0.77,2054437
241121_Std_1nM_UCYNA_B12_1,Internal_Std,B1_IS,269.1958,148.0805,0.67,8941299,41696,0.65,0.72,3581668
241121_Std_1nM_UCYNA_B12_2,Internal_Std,B1_IS,269.1958,148.0805,0.68,9634916,31780,0.65,0.77,2233002
241121_Std_5nM_UCYNA_B12_1,Internal_Std,B1_IS,269.1958,148.0805,0.67,13010969,44752,0.65,0.77,3075282
241121_Std_5nM_UCYNA_B12_2,Internal_Std,B1_IS,269.1958,148.0805,0.68,20503738,128046,0.65,0.9,2342072
241121_Std_10nM_UCYNA_B12_1,Internal_Std,B1_IS,269.1958,148.0805,0.67,13601026,29923,0.65,0.78,3279920
241121_Std_10nM_UCYNA_B12_2,Internal_Std,B1_IS,269.1958,148.0805,0.67,10010554,100028,0.65,0.77,2219812
241121_Std_20nM_UCYNA_B12_1,Internal_Std,B1_IS,269.1958,148.0805,0.67,7147637,41081,0.65,0.72,2754416
241121_Std_20nM_UCYNA_B12_2,Internal_Std,B1_IS,269.1958,148.0805,0.68,8528800,25488,0.65,0.77,1987976
241121_Std_50nM_RP-Mix234_InH2O,Internal_Std,B1_IS,269.1958,148.0805,0.73,3243,21010,0.67,0.75,3614
241121_Poo_UCYNA-culture_Full1,Internal_Std,B1_IS,269.1958,148.0805,0.67,6952813,44917,0.65,0.76,1833423
241121_Poo_UCYNA-culture_Full2,Internal_Std,B1_IS,269.1958,148.0805,0.67,6918031,57156,0.65,0.78,1622988
241121_Poo_UCYNA-culture_Full3,Internal_Std,B1_IS,269.1958,148.0805,0.68,6308942,88871,0.65,0.77,1530344
241121_Smp_UCYNA_Z-2,Internal_Std,B1_IS,269.1958,148.0805,0.67,6361502,77398,0.65,0.72,2792674
241121_Smp_UCYNA_Z-4,Internal_Std,B1_IS,269.1958,148.0805,0.67,12115613,42228,0.65,0.72,4542548
241121_Smp_UCYNA_Z-7,Internal_Std,B1_IS,269.1958,148.0805,0.68,8285626,42336,0.65,0.77,1897960
241121_Smp_UCYNA_Z-12,Internal_Std,B1_IS,269.1958,148.0805,0.67,4752235,19285,0.65,0.72,1943010
241121_Smp_UCYNA_Z-13,Internal_Std,B1_IS,269.1958,148.0805,0.67,5165110,46383,0.65,0.72,2181816
241121_Smp_UCYNA_Z-17,Internal_Std,B1_IS,269.1958,148.0805,0.67,8278732,48507,0.65,0.73,3139796
241121_Smp_UCYNA_Z-19,Internal_Std,B1_IS,269.1958,148.0805,0.68,14347906,307513,0.59,0.95,1381660
241121_Smp_UCYNA_Z-20,Internal_Std,B1_IS,269.1958,148.0805,0.7,27259718,159038,0.65,0.9,2520736
241121_Smp_UCYNA_Z-21,Internal_Std,B1_IS,269.1958,148.0805,0.67,11487879,161884,0.65,0.72,4788000
241121_Smp_UCYNA_Z-22,Internal_Std,B1_IS,269.1958,148.0805,0.68,25485690,44802,0.65,0.77,6543039
241121_Smp_UCYNA_Z-23,Internal_Std,B1_IS,269.1958,148.0805,0.67,28390594,67775,0.65,0.77,6896076
241121_Smp_UCYNA_Z-24,Internal_Std,B1_IS,269.1958,148.0805,0.67,19075050,229524,0.66,0.72,8328288
241121_Smp_UCYNA_Z-25,Internal_Std,B1_IS,269.1958,148.0805,0.68,17223376,201254,0.59,0.9,1797156
241121_Smp_UCYNA_Z-26,Internal_Std,B1_IS,269.1958,148.0805,0.68,37799344,80204,0.65,0.92,2971808
241121_Smp_UCYNA_Z-27,Internal_Std,B1_IS,269.1958,148.0805,0.67,22483632,288774,0.59,0.93,2129632
241121_Smp_UCYNA_Z-28,Internal_Std,B1_IS,269.1958,148.0805,0.67,9837591,4557,0.65,0.72,4398008
241121_Smp_UCYNA_Z-29,Internal_Std,B1_IS,269.1958,148.0805,0.68,7853417,54775,0.65,0.73,3210048
241121_Smp_UCYNA_Z-30,Internal_Std,B1_IS,269.1958,148.0805,0.67,15330308,40572,0.65,0.72,6317028
241121_Smp_UCYNA_Z-31,Internal_Std,B1_IS,269.1958,148.0805,0.67,18151990,26616,0.65,0.72,7963391
241121_Smp_UCYNA_Z-32,Internal_Std,B1_IS,269.1958,148.0805,0.67,19103570,28524,0.65,0.72,7538333
241121_Smp_UCYNA_Z-33,Internal_Std,B1_IS,269.1958,148.0805,0.67,8662457,45165,0.65,0.73,3469350
241121_Smp_UCYNA_Z-34,Internal_Std,B1_IS,269.1958,148.0805,0.68,12361794,143375,0.65,0.73,4823097
241121_Smp_UCYNA_Z-35,Internal_Std,B1_IS,269.1958,148.0805,0.68,29837536,83728,0.65,0.78,5722884
241121_Smp_UCYNA_Z-36,Internal_Std,B1_IS,269.1958,148.0805,0.68,23999974,325339,0.66,0.78,5239840
241121_Smp_UCYNA_Z-37,Internal_Std,B1_IS,269.1958,148.0805,0.68,16764045,102366,0.65,0.78,3471848
241121_Smp_UCYNA_Z-38,Internal_Std,B1_IS,269.1958,148.0805,0.67,13440845,49612,0.65,0.77,3128329
241121_Smp_UCYNA_Z-39,Internal_Std,B1_IS,269.1958,148.0805,0.68,10281583,88254,0.65,0.77,2486028
241121_Smp_UCYNA_Z-40,Internal_Std,B1_IS,269.1958,148.0805,0.68,14913132,66546,0.65,0.73,5444540
241121_Smp_UCYNA_Z-41,Internal_Std,B1_IS,269.1958,148.0805,0.67,15145580,146361,0.65,0.72,6944384
241121_Smp_UCYNA_Z-42,Internal_Std,B1_IS,269.1958,148.0805,0.68,9678595,43213,0.65,0.72,3902065
241121_Std_0nM_UCYNA_B12_1,Internal_Std,B1_IS,269.1958,122.1386,0.67,42607704,169169,0.65,0.72,15845744
241121_Std_0nM_UCYNA_B12_2,Internal_Std,B1_IS,269.1958,122.1386,0.68,39576496,256407,0.65,0.77,8165260
241121_Std_1nM_UCYNA_B12_1,Internal_Std,B1_IS,269.1958,122.1386,0.67,35642652,139818,0.65,0.72,13554576
241121_Std_1nM_UCYNA_B12_2,Internal_Std,B1_IS,269.1958,122.1386,0.68,38710412,245192,0.65,0.77,8784448
241121_Std_5nM_UCYNA_B12_1,Internal_Std,B1_IS,269.1958,122.1386,0.67,51549544,223528,0.65,0.77,12372833
241121_Std_5nM_UCYNA_B12_2,Internal_Std,B1_IS,269.1958,122.1386,0.68,83764352,484046,0.65,0.9,9640260
